question_id,question,options,answer,answer_index,cot_content,category,src
6545,"A 25-year-old man comes to the emergency department because he developed chest pain and shortness of breath 1 hour ago, shortly after snorting cocaine for the first time. He rates the chest pain as a 7 on a 10-point scale and notes that the pain is radiating down his left arm. Medical history is unremarkable and the patient takes no medications or any other illicit drugs. He is 178 cm (5 ft 10 in) tall and weighs 70 kg (154 lb); BMI is 22 kg/m2 . The patient is diaphoretic. Vital signs are temperature 37.5°C (99.5°F), pulse 110/min, respirations 16/min, and blood pressure 200/100 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 95%. Pupils are equal, round, and reactive to light and accommodation. Lungs are clear to auscultation and percussion. Auscultation of the heart discloses an audible S1 and S2. There is no edema, cyanosis, or clubbing of the digits. The patient is fully oriented. He is treated with supplemental oxygen, a 325-mg aspirin tablet, and intravenous nitroglycerin and lorazepam. Despite therapy, he continues to have chest pain and shortness of breath. ECG shows sinus tachycardia with no ST-segment or T-wave abnormalities. Which of the following is the most appropriate additional pharmacotherapy to initiate at this time? ","['Alteplase' 'Phentolamine' 'Verapamil' 'Furosemide' 'Atorvastatin'
 'Carvedilol' 'Nitroprusside' 'Lisinopril' 'Metoprolol' 'Warfarin']",B,1,,health,ori_mmlu-professional_medicine
6557,"Five years after being shot in the right thigh, a 21-year-old man comes to the emergency department because of a buzzing sensation adjacent to the scar. At the time of the initial wound, he was discharged after 6 hours of observation with no fractures or soft-tissue swelling. A loud murmur is heard on auscultation; there is a thrill. He has dilated varicose veins with incompetent valves in the lower leg. Which of the following is the most likely diagnosis?","['Occlusion of the superficial femoral artery' 'Venous ulcer'
 'Superficial venous thrombosis' 'Arteriovenous fistula' 'Lymphedema'
 'Chronic venous insufficiency' 'Arterial spasm' 'Pulmonary embolism'
 'Deep venous thrombosis' 'Peripheral artery disease']",D,3,,health,ori_mmlu-professional_medicine
6558,"Five years after being shot in the right thigh, a 21-year-old man comes to the emergency department because of a buzzing sensation adjacent to the scar. At the time of the initial wound, he was discharged after 6 hours of observation with no fractures or soft-tissue swelling. A loud murmur is heard on auscultation; there is a thrill. He has dilated varicose veins with incompetent valves in the lower leg. Which of the following is the most likely diagnosis? ","['Arterial spasm' 'Arteriovenous fistula' 'Lymphedema'
 'Occlusion of the superficial femoral artery'
 'Superficial venous thrombosis' 'Pulmonary embolism' 'Venous ulcer'
 'Peripheral artery disease' 'Chronic venous insufficiency'
 'Deep venous thrombosis']",B,1,,health,ori_mmlu-professional_medicine
6666,"A 32-year-old man is brought to the emergency department 30 minutes after being struck by a car while driving his motorcycle. He reports severe pelvic pain. On examination, there is bruising of the perineum and pain is elicited with motion of his pelvis. Blood is noted at the urethral meatus. There is no other penile trauma. A plain x-ray shows a fracture of the superior pubic ramus and retrograde urethrography is done to evaluate for a urethral disruption. Which of the following portions of the urethra would be at greatest risk for injury in this patient?","['Spongy' 'Posterior' 'Intramural (pre-prostatic)' 'Prostatic' 'Proximal'
 'Penile' 'Bulbous' 'Anterior' 'Membranous' 'Distal']",I,8,,health,ori_mmlu-professional_medicine
6667,"A 32-year-old man is brought to the emergency department 30 minutes after being struck by a car while driving his motorcycle. He reports severe pelvic pain. On examination, there is bruising of the perineum and pain is elicited with motion of his pelvis. Blood is noted at the urethral meatus. There is no other penile trauma. A plain x-ray shows a fracture of the superior pubic ramus and retrograde urethrography is done to evaluate for a urethral disruption. Which of the following portions of the urethra would be at greatest risk for injury in this patient? ","['Proximal' 'Distal' 'Anterior' 'Spongy' 'Prostatic' 'Membranous' 'Penile'
 'Intramural (pre-prostatic)' 'Bulbous' 'Posterior']",F,5,,health,ori_mmlu-professional_medicine
6669,"A previously healthy 22-year-old college student is brought to the emergency department by her parents 20 minutes after they observed her having a seizure. After the seizure, she was confused and had difficulty thinking of some words. She has had a headache, cough, and fever for 3 days treated with acetaminophen and dextromethorphan. Her temperature is 38.9°C (102°F). Neurologic examination shows diffuse hyperreflexia. On mental status examination, she is confused and has short-term memory deficits. She has difficulty naming objects and makes literal paraphasic errors. An MRI of the brain shows bitemporal hyperintensities. A lumbar puncture is done; cerebrospinal fluid analysis shows an erythrocyte count of 340/mm3 , a leukocyte count of 121/mm3 (88% monocytes), and a protein concentration of 78 mg/dL. Which of the following is the most likely diagnosis?","['Migraine with aura' 'Bacterial meningitis'
 'Epstein-Barr virus encephalitis' 'Herpes simplex encephalitis'
 'Influenza encephalopathy' 'Dextromethorphan intoxication'
 'Viral meningitis' 'HIV encephalopathy' 'Lyme disease'
 'Acute disseminated encephalomyelitis']",D,3,,health,ori_mmlu-professional_medicine
6670,"A previously healthy 22-year-old college student is brought to the emergency department by her parents 20 minutes after they observed her having a seizure. After the seizure, she was confused and had difficulty thinking of some words. She has had a headache, cough, and fever for 3 days treated with acetaminophen and dextromethorphan. Her temperature is 38.9°C (102°F). Neurologic examination shows diffuse hyperreflexia. On mental status examination, she is confused and has short-term memory deficits. She has difficulty naming objects and makes literal paraphasic errors. An MRI of the brain shows bitemporal hyperintensities. A lumbar puncture is done; cerebrospinal fluid analysis shows an erythrocyte count of 340/mm3 , a leukocyte count of 121/mm3 (88% monocytes), and a protein concentration of 78 mg/dL. Which of the following is the most likely diagnosis? ","['Herpes simplex encephalitis' 'Viral meningitis'
 'Influenza encephalopathy' 'Lyme disease' 'Dextromethorphan intoxication'
 'Epstein-Barr virus encephalitis' 'Acute disseminated encephalomyelitis'
 'Bacterial meningitis' 'HIV encephalopathy' 'Migraine with aura']",A,0,,health,ori_mmlu-professional_medicine
6676,A 26-year-old woman is brought to the emergency department because of an 8-hour history of severe back and abdominal pain and mild but persistent vaginal bleeding. Ultrasonography of the abdomen shows a 2-cm ectopic pregnancy in the ampulla. The ampulla has ruptured into the surrounding tissue. Fluid from this rupture will most likely be found in which of the following locations?,"['Lesser peritoneal cavity' 'Mesometrium' 'Pouch of Douglas'
 'Uterine cavity']",C,2,,health,ori_mmlu-professional_medicine
6679,"A 37-year-old woman is brought to the emergency department 45 minutes after she was found unconscious on her apartment floor. Her coworkers became concerned when she did not arrive for work. On arrival, she is unable to provide a history. Her pulse is 96/min, respirations are 12/min, and blood pressure is 124/58 mm Hg. Examination shows erythema, warmth, and induration of the upper back, buttocks, and posterior thighs. Her serum creatine kinase activity is 10,300 U/L. Urine toxicology screening is positive for opiates and cocaine. Urine dipstick is strongly positive for blood. Microscopic examination of the urine shows pigmented granular casts and rare erythrocytes. This patient is at increased risk for which of the following conditions over the next 24 hours?","['Pulmonary embolism' 'Acute liver failure' 'Myocardial infarction'
 'Septic shock' 'Acute respiratory distress syndrome' 'Cerebral edema'
 'Cerebral hemorrhage' 'Pancreatitis' 'Acute renal failure'
 'Acute tubular necrosis']",J,9,,health,ori_mmlu-professional_medicine
6680,"A 37-year-old woman is brought to the emergency department 45 minutes after she was found unconscious on her apartment floor. Her coworkers became concerned when she did not arrive for work. On arrival, she is unable to provide a history. Her pulse is 96/min, respirations are 12/min, and blood pressure is 124/58 mm Hg. Examination shows erythema, warmth, and induration of the upper back, buttocks, and posterior thighs. Her serum creatine kinase activity is 10,300 U/L. Urine toxicology screening is positive for opiates and cocaine. Urine dipstick is strongly positive for blood. Microscopic examination of the urine shows pigmented granular casts and rare erythrocytes. This patient is at increased risk for which of the following conditions over the next 24 hours?","['Pulmonary embolism' 'Acute liver failure' 'Myocardial infarction'
 'Septic shock' 'Acute respiratory distress syndrome' 'Cerebral edema'
 'Cerebral hemorrhage' 'Pancreatitis' 'Acute tubular necrosis']",I,8,,health,ori_mmlu-professional_medicine
6692,"A 24-year-old man is brought to the emergency department 40 minutes after he was involved in a motor vehicle collision. He was the unrestrained driver. He is conscious. Physical examination shows numerous lacerations and ecchymoses over the face. His vision is normal. Ocular, facial, and lingual movements are intact. The gag reflex is present. Sensation to pinprick is absent over the right side of the face anterior to the right ear, extending down along the full extent of the mandible to the chin. Sensation also is absent over the right side of the tongue. X-rays of the skull show fractures of the orbit, zygomatic arch, and infratemporal fossa. The most likely cause of these findings is a fracture affecting which of the following locations?","['Stylomastoid foramen' 'Superior orbital fissure' 'Foramen lacerum'
 'Optic canal' 'Foramen spinosum' 'Jugular foramen'
 'Internal acoustic meatus' 'Foramen rotundum' 'Foramen ovale'
 'Foramen magnum']",I,8,,health,ori_mmlu-professional_medicine
6693,"A 24-year-old man is brought to the emergency department 40 minutes after he was involved in a motor vehicle collision. He was the unrestrained driver. He is conscious. Physical examination shows numerous lacerations and ecchymoses over the face. His vision is normal. Ocular, facial, and lingual movements are intact. The gag reflex is present. Sensation to pinprick is absent over the right side of the face anterior to the right ear, extending down along the full extent of the mandible to the chin. Sensation also is absent over the right side of the tongue. X-rays of the skull show fractures of the orbit, zygomatic arch, and infratemporal fossa. The most likely cause of these findings is a fracture affecting which of the following locations? ","['Stylomastoid foramen' 'Foramen ovale' 'Jugular foramen'
 'Foramen spinosum' 'Internal acoustic meatus' 'Foramen rotundum'
 'Optic canal' 'Superior orbital fissure' 'Foramen magnum'
 'Foramen lacerum']",B,1,,health,ori_mmlu-professional_medicine
6748,"A 15-year-old boy is brought to the emergency department by his parents because of a 2-hour history of confusion and agitation. He also has had fever, headache, stiff neck, and vomiting since he returned from summer camp 2 days ago. His parents say he does not use illicit drugs. On arrival, he is combative and there is evidence of hallucinations. His temperature is 40°C (104°F), pulse is 80/min, respirations are 17/min, and blood pressure is 100/70 mm Hg. A lumbar puncture is performed. Results of cerebrospinal fluid analysis show cysts and trophozoites. The most likely portal of pathogen entry into this patient's central nervous system is which of the following?","['Mastoid sinus' 'Frontal sinus' 'Nasal cavity' 'Olfactory nerve'
 'Vertebral canal' 'Oral cavity' 'Optic nerve' 'Eustachian tube'
 'Auditory canal' 'Facial nerve']",D,3,,health,ori_mmlu-professional_medicine
6749,"A 2-year-old boy is brought to the emergency department by his babysitter because of a 30-minute history of respiratory distress. The babysitter reports that she is 15 years old and has cared for the patient on numerous occasions during the past year. The child's mother, who is a single parent, is currently out of town for business but will return later tonight. The babysitter says, ""He has had a runny nose since I started babysitting yesterday, but this afternoon he awoke from a nap with a barking sound and he was breathing real heavy."" She does not know the child's prior health history, nor does she know if the boy takes any medications on a regular basis. The child looks tired and sits upright on the babysitter's lap. He is obviously comfortable with his caregiver. Vital signs are temperature 38.7°C (101.7°F), pulse 110/min, respirations 28/min and labored, and blood pressure 85/50 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 89%. Physical examination discloses inspiratory stridor. Neck is supple, tympanic membranes are normal, and there is a profuse nasal discharge. Examination of the pharynx discloses no abnormalities. Auscultation of the chest discloses equal air entry on both sides and no crackles. The remainder of the examination shows no abnormalities. Treatment with 40% oxygen via venturi mask and intravenous fluids is initiated. Despite continued supplemental oxygen and hydration, the child remains tachypneic and stridorous at rest. Oxygen saturation is now 93%. In addition to administering racemic epinephrine by nebulizer, which of the following is the most appropriate next step?","['Intravenous aminophylline therapy' 'Intravenous antibiotic therapy'
 'Intubation' 'Oral dexamethasone therapy']",D,3,,health,ori_mmlu-professional_medicine
6753,"A 15-year-old girl comes to the emergency department because, she says, ""something has been sticking out of my bottom since I had a bowel movement this morning."" She has not had previous episodes, although for more than 1 year she has had occasional difficulty passing stools. She is not in pain but is afraid to move her bowels for fear that the problem will worsen. She tells you that she moved away from home more than a year ago and that her parents contribute nothing to her support. She has a 6-month-old child and lives with a 28-year-old female cousin. She has never been married and does not work or attend school. She has no other symptoms. In order to follow the correct procedure for treating a minor, which of the following is the most appropriate step prior to evaluating this patient's rectal problem?","['Obtain written consent from her 28-year-old cousin'
 'Obtain written consent from at least one of her parents'
 'Obtain a court order permitting evaluation'
 'Obtain the written consent of at least two licensed physicians'
 ""Obtain the girl's consent in the presence of a witness""
 ""Obtain written consent from the child's father""
 'Obtain verbal consent from at least one of her parents'
 'Wait until the girl turns 16 to perform the evaluation'
 ""Accept the girl's consent as sufficient""
 'Obtain written consent from a social worker']",I,8,,health,ori_mmlu-professional_medicine
6754,"A 13-month-old child is brought to the emergency department because of urticaria, swelling of the lips, and difficulty breathing immediately after eating an egg. A potential risk for hypersensitivity reaction is posed by vaccination against which of the following illnesses?",['Hepatitis' 'Influenza' 'Pertussis' 'Poliomyelitis'],B,1,,health,ori_mmlu-professional_medicine
6755,"A 13-month-old child is brought to the emergency department because of urticaria, swelling of the lips, and difficulty breathing immediately after eating an egg. A potential risk for hypersensitivity reaction is posed by vaccination against which of the following illnesses?","['Influenza' 'Rotavirus' 'Human papillomavirus' 'Poliomyelitis' 'Measles'
 'Meningitis' 'Varicella' 'Tuberculosis' 'Pertussis' 'Hepatitis']",A,0,,health,ori_mmlu-professional_medicine
6793,A 20-year-old female presents to the emergency department with a 2-day history of nausea and vomiting. She says that today she noticed a slight amount of blood in her vomit. She is a pre-med college student and admits to being under a lot of stress as she takes final exams. She also says that she drinks a large amount of coffee daily. Vital signs are normal. Which of the following is the most appropriate initial test to order?,"['esophagram (barium swallow)' 'urine pregnancy test'
 'abdominal flat plate radiography' 'blood alcohol level' 'amylase level'
 'thyroid function tests' 'liver function tests'
 'upper gastrointestinal endoscopy' 'complete blood count' 'stool culture']",B,1,,health,ori_mmlu-professional_medicine
6794,A 20-year-old female presents to the emergency department with a 2-day history of nausea and vomiting. She says that today she noticed a slight amount of blood in her vomit. She is a pre-med college student and admits to being under a lot of stress as she takes final exams. She also says that she drinks a large amount of coffee daily. Vital signs are normal. Which of the following is the most appropriate initial test to order? ,"['esophagram (barium swallow)' 'abdominal flat plate radiography'
 'blood alcohol level' 'stool culture' 'upper gastrointestinal endoscopy'
 'amylase level' 'complete blood count' 'urine pregnancy test'
 'liver function tests' 'thyroid function tests']",H,7,,health,ori_mmlu-professional_medicine
6796,"A 17-year-old girl is brought to the emergency department 15 minutes after being stung by a bee. She has mild lightheadedness but no difficulty swallowing. Her temperature is 37.1°C (98.8°F), pulse is 100/min, respirations are 30/min, and blood pressure is 115/70 mm Hg. Physical examination shows no urticaria. Bilateral wheezing is heard on auscultation of the chest. Which of the following types of drugs is the most appropriate pharmacotherapy for this patient?","['α1-Adrenergic antagonist' 'α1-Adrenergic agonist'
 'Non-selective β-Adrenergic antagonist' 'β1-Adrenergic agonist'
 'β2-Adrenergic antagonist' 'α2-Adrenergic antagonist'
 'β2-Adrenergic agonist' 'Non-selective β-Adrenergic agonist'
 'α2-Adrenergic agonist' 'β1-Adrenergic antagonist']",G,6,,health,ori_mmlu-professional_medicine
6797,"A 17-year-old girl is brought to the emergency department 15 minutes after being stung by a bee. She has mild lightheadedness but no difficulty swallowing. Her temperature is 37.1°C (98.8°F), pulse is 100/min, respirations are 30/min, and blood pressure is 115/70 mm Hg. Physical examination shows no urticaria. Bilateral wheezing is heard on auscultation of the chest. Which of the following types of drugs is the most appropriate pharmacotherapy for this patient? ","['β2-Adrenergic antagonist' 'α2-Adrenergic antagonist'
 'Non-selective β-Adrenergic antagonist' 'β1-Adrenergic antagonist'
 'β2-Adrenergic agonist' 'β1-Adrenergic agonist' 'α1-Adrenergic agonist'
 'α1-Adrenergic antagonist' 'Non-selective β-Adrenergic agonist'
 'α2-Adrenergic agonist']",E,4,,health,ori_mmlu-professional_medicine
6798,"A previously healthy 40-year-old man is brought to the emergency department because of constant substernal chest pain for 12 hours that is exacerbated by coughing and inspiration. The pain is relieved with sitting up and leaning forward. There is no family history of heart disease. His temperature is 38°C (100.4°F), pulse is 120/min, and blood pressure is 110/60 mm Hg. The lungs are clear to auscultation. Cardiac examination shows distant heart sounds. An ECG shows diffuse ST-segment elevation in all leads. An x-ray of the chest shows normal findings. The most likely cause of his condition is injury to which of the following tissues?","['Pulmonary alveoli' 'Aortic intima' 'Myocardium' 'Cardiac valves'
 'Vascular endothelium' 'Esophageal sphincter' 'Pleural membrane'
 'Tracheal tissue' 'Bronchial epithelium' 'Pericardium']",J,9,,health,ori_mmlu-professional_medicine
6799,"A previously healthy 40-year-old man is brought to the emergency department because of constant substernal chest pain for 12 hours that is exacerbated by coughing and inspiration. The pain is relieved with sitting up and leaning forward. There is no family history of heart disease. His temperature is 38°C (100.4°F), pulse is 120/min, and blood pressure is 110/60 mm Hg. The lungs are clear to auscultation. Cardiac examination shows distant heart sounds. An ECG shows diffuse ST-segment elevation in all leads. An x-ray of the chest shows normal findings. The most likely cause of his condition is injury to which of the following tissues? ","['Aortic intima' 'Bronchial epithelium' 'Myocardium' 'Pleural membrane'
 'Vascular endothelium' 'Pulmonary alveoli' 'Tracheal tissue'
 'Pericardium' 'Cardiac valves' 'Esophageal sphincter']",H,7,,health,ori_mmlu-professional_medicine
6805,"A 22-year-old woman comes to the emergency department because of a 5-day history of sore throat and fever. During the past 3 days, she also has noticed a change in her voice and has had increased pain with swallowing. She has been taking acetaminophen since her symptoms began. Medical history is unremarkable and she takes no routine medications. Vital signs are temperature 40.0°C (104.0°F), pulse 130/min, respirations 18/min, and blood pressure 102/66 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 97%. Examination of the oropharynx shows erythema, edema, and anterior displacement of the right side of the soft palate. The uvula is deviated to the left. There is a white exudate on the right tonsil. Trismus is noted. Palpation of the neck discloses enlarged, tender, mobile anterior cervical lymph nodes. In addition to antibiotic therapy, which of the following is the most appropriate management?","['Oral nystatin therapy' 'Tranquilizer therapy'
 'Intravenous methylprednisolone therapy' 'Oral pain reliever therapy'
 'Intravenous antiviral therapy' 'Incision and drainage'
 'Salt water gargle' 'Antacid therapy' 'Oral antifungal therapy'
 'Inhaled corticosteroid therapy']",F,5,,health,ori_mmlu-professional_medicine
6806,"A 22-year-old woman comes to the emergency department because of a 5-day history of sore throat and fever. During the past 3 days, she also has noticed a change in her voice and has had increased pain with swallowing. She has been taking acetaminophen since her symptoms began. Medical history is unremarkable and she takes no routine medications. Vital signs are temperature 40.0°C (104.0°F), pulse 130/min, respirations 18/min, and blood pressure 102/66 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 97%. Examination of the oropharynx shows erythema, edema, and anterior displacement of the right side of the soft palate. The uvula is deviated to the left. There is a white exudate on the right tonsil. Trismus is noted. Palpation of the neck discloses enlarged, tender, mobile anterior cervical lymph nodes. In addition to antibiotic therapy, which of the following is the most appropriate management? ","['Oral antifungal therapy' 'Oral pain reliever therapy'
 'Tranquilizer therapy' 'Oral nystatin therapy'
 'Intravenous antiviral therapy' 'Inhaled corticosteroid therapy'
 'Incision and drainage' 'Antacid therapy' 'Salt water gargle'
 'Intravenous methylprednisolone therapy']",G,6,,health,ori_mmlu-professional_medicine
